user_id,session_id,timestamp,content_id,duration_minutes
user_3,3,2025-07-01 03:51:02,movie_12,22
user_3,3,2025-07-01 04:16:02,movie_6,88
user_3,3,2025-07-01 05:45:02,movie_14,26
user_3,3,2025-07-01 06:13:02,movie_11,72
user_3,3,2025-07-01 07:29:02,movie_9,87
user_3,3,2025-07-01 09:00:02,movie_8,41
user_3,4,2025-06-27 23:57:02,movie_16,65
user_3,4,2025-06-28 01:03:02,movie_11,65
user_3,4,2025-06-28 02:10:02,movie_14,42
user_3,4,2025-06-28 02:55:02,movie_10,34
user_3,4,2025-06-28 03:34:02,movie_12,68
user_3,4,2025-06-28 04:47:02,movie_1,50
user_3,4,2025-06-28 05:42:02,movie_12,21
user_3,5,2025-07-01 23:57:02,movie_19,61
user_3,5,2025-07-02 01:00:02,movie_13,68
user_3,5,2025-07-02 02:12:02,movie_19,24
user_3,5,2025-07-02 02:37:02,movie_19,58
user_3,5,2025-07-02 03:39:02,movie_19,65
user_3,5,2025-07-02 04:45:02,movie_2,27
user_3,5,2025-07-02 05:13:02,movie_18,66
user_3,5,2025-07-02 06:23:02,movie_15,81
user_3,5,2025-07-02 07:46:02,movie_16,56
user_4,1,2025-06-06 23:57:02,movie_5,29
user_4,1,2025-06-07 00:27:02,movie_20,46
user_4,2,2025-06-04 23:57:02,movie_6,53
user_4,2,2025-06-05 00:55:02,movie_16,16
user_4,2,2025-06-05 01:16:02,movie_2,78
user_4,2,2025-06-05 02:35:02,movie_15,59
user_4,2,2025-06-05 03:39:02,movie_14,54
user_4,2,2025-06-05 04:36:02,movie_6,60
user_4,3,2025-06-24 23:57:02,movie_11,72
user_4,3,2025-06-25 01:14:02,movie_4,27
user_4,3,2025-06-25 01:43:02,movie_4,21
user_4,3,2025-06-25 02:05:02,movie_7,86
user_4,3,2025-06-25 03:32:02,movie_15,57
user_4,4,2025-07-02 23:57:02,movie_8,55
user_4,4,2025-07-03 00:54:02,movie_1,23
user_4,4,2025-07-03 01:20:02,movie_2,15
user_4,4,2025-07-03 01:36:02,movie_1,30
user_4,4,2025-07-03 02:11:02,movie_10,14
user_4,4,2025-07-03 02:26:02,movie_15,46
user_4,4,2025-07-03 03:17:02,movie_14,77
user_4,5,2025-06-18 23:57:02,movie_14,23
user_4,5,2025-06-19 00:25:02,movie_11,58
user_4,5,2025-06-19 01:24:02,movie_10,20
user_4,5,2025-06-19 01:46:02,movie_12,51
user_4,5,2025-06-19 02:42:02,movie_18,11
user_4,5,2025-06-19 02:55:02,movie_15,46
user_4,5,2025-06-19 03:43:02,movie_20,74
user_5,1,2025-06-21 23:57:02,movie_5,42
user_5,2,2025-06-04 23:57:02,movie_3,15
user_5,2,2025-06-05 00:13:02,movie_12,80
user_5,2,2025-06-05 01:36:02,movie_4,82
user_5,2,2025-06-05 03:00:02,movie_15,36
user_5,2,2025-06-05 03:40:02,movie_19,79
user_5,2,2025-06-05 05:04:02,movie_16,82
user_5,3,2025-06-10 23:57:02,movie_3,66
user_5,3,2025-06-11 01:04:02,movie_2,81
user_5,3,2025-06-11 02:29:02,movie_3,81
user_5,3,2025-06-11 03:53:02,movie_12,22
user_5,3,2025-06-11 04:18:02,movie_3,13
user_5,3,2025-06-11 04:34:02,movie_12,39
user_5,3,2025-06-11 05:17:02,movie_12,26
user_5,3,2025-06-11 05:44:02,movie_6,71
user_5,3,2025-06-11 06:56:02,movie_13,24
user_5,3,2025-06-11 07:21:02,movie_15,40
user_5,4,2025-06-16 23:57:02,movie_9,42
user_5,4,2025-06-17 00:44:02,movie_1,72
user_5,4,2025-06-17 01:59:02,movie_12,76
user_5,4,2025-06-17 03:20:02,movie_10,77
user_5,5,2025-06-10 23:57:02,movie_9,83
user_5,5,2025-06-11 01:24:02,movie_12,21
user_5,5,2025-06-11 01:50:02,movie_5,24
user_5,5,2025-06-11 02:16:02,movie_1,85
user_5,5,2025-06-11 03:42:02,movie_1,55
user_5,5,2025-06-11 04:41:02,movie_2,81
user_5,5,2025-06-11 06:07:02,movie_2,80
user_5,5,2025-06-11 07:29:02,movie_13,18
user_5,5,2025-06-11 07:49:02,movie_18,50
user_6,1,2025-06-22 23:57:02,movie_3,17
user_6,1,2025-06-23 00:15:02,movie_16,48
user_6,1,2025-06-23 01:08:02,movie_9,17
user_6,1,2025-06-23 01:28:02,movie_13,65
user_6,1,2025-06-23 02:38:02,movie_14,67
user_6,1,2025-06-23 03:47:02,movie_10,90
user_6,1,2025-06-23 05:20:02,movie_5,88
user_6,1,2025-06-23 06:49:02,movie_16,80
user_6,1,2025-06-23 08:12:02,movie_3,27
user_6,2,2025-06-14 23:57:02,movie_1,33
user_6,2,2025-06-15 00:35:02,movie_15,16
user_6,2,2025-06-15 00:52:02,movie_13,45
user_6,2,2025-06-15 01:40:02,movie_1,40
user_6,2,2025-06-15 02:22:02,movie_8,41
user_6,2,2025-06-15 03:07:02,movie_9,49
user_6,2,2025-06-15 04:00:02,movie_1,45
user_6,2,2025-06-15 04:48:02,movie_19,32
user_6,2,2025-06-15 05:25:02,movie_16,54
user_6,3,2025-06-08 23:57:02,movie_4,85
user_6,3,2025-06-09 01:25:02,movie_3,48
user_6,3,2025-06-09 02:16:02,movie_18,72
user_6,4,2025-07-02 23:57:02,movie_4,58
user_6,5,2025-06-13 23:57:02,movie_5,75
user_6,5,2025-06-14 01:14:02,movie_10,81
user_6,5,2025-06-14 02:39:02,movie_6,77
user_6,5,2025-06-14 03:58:02,movie_17,32
user_6,5,2025-06-14 04:31:02,movie_13,66
user_6,5,2025-06-14 05:39:02,movie_16,23
user_6,5,2025-06-14 06:07:02,movie_15,33
user_6,5,2025-06-14 06:43:02,movie_10,47
user_6,5,2025-06-14 07:35:02,movie_4,42
user_6,5,2025-06-14 08:19:02,movie_5,80
user_7,1,2025-06-17 23:57:02,movie_16,58
user_7,1,2025-06-18 01:00:02,movie_8,57
user_7,1,2025-06-18 02:00:02,movie_11,76
user_7,1,2025-06-18 03:21:02,movie_15,16
user_7,1,2025-06-18 03:41:02,movie_5,12
user_7,1,2025-06-18 03:55:02,movie_19,44
user_7,1,2025-06-18 04:41:02,movie_20,36
user_7,2,2025-06-12 23:57:02,movie_10,20
user_7,2,2025-06-13 00:19:02,movie_8,69
user_7,2,2025-06-13 01:30:02,movie_5,63
user_7,2,2025-06-13 02:36:02,movie_20,48
user_7,2,2025-06-13 03:25:02,movie_16,65
user_7,2,2025-06-13 04:31:02,movie_7,20
user_7,2,2025-06-13 04:54:02,movie_1,16
user_7,2,2025-06-13 05:11:02,movie_3,49
user_7,2,2025-06-13 06:05:02,movie_18,69
user_7,3,2025-06-11 23:57:02,movie_7,41
user_7,3,2025-06-12 00:42:02,movie_17,27
user_7,4,2025-06-04 23:57:02,movie_2,71
user_7,4,2025-06-05 01:13:02,movie_16,89
user_7,5,2025-06-21 23:57:02,movie_18,50
user_7,5,2025-06-22 00:51:02,movie_2,70
user_7,5,2025-06-22 02:06:02,movie_6,52
user_7,5,2025-06-22 03:01:02,movie_15,62
user_7,5,2025-06-22 04:04:02,movie_19,76
user_8,1,2025-06-05 23:57:02,movie_5,56
user_8,2,2025-06-26 23:57:02,movie_5,51
user_8,2,2025-06-27 00:50:02,movie_15,80
user_8,2,2025-06-27 02:12:02,movie_14,35
user_8,2,2025-06-27 02:52:02,movie_7,29
user_8,2,2025-06-27 03:24:02,movie_16,14
user_8,2,2025-06-27 03:42:02,movie_16,43
user_8,2,2025-06-27 04:27:02,movie_4,71
user_8,2,2025-06-27 05:41:02,movie_9,55
user_8,2,2025-06-27 06:38:02,movie_17,42
user_8,3,2025-06-24 23:57:02,movie_3,19
user_8,3,2025-06-25 00:20:02,movie_19,54
user_8,3,2025-06-25 01:15:02,movie_18,52
user_8,3,2025-06-25 02:12:02,movie_20,68
user_8,3,2025-06-25 03:21:02,movie_15,77
user_8,3,2025-06-25 04:40:02,movie_11,78
user_8,3,2025-06-25 06:01:02,movie_3,45
user_8,4,2025-06-27 23:57:02,movie_9,72
user_8,5,2025-06-10 23:57:02,movie_10,87
user_8,5,2025-06-11 01:28:02,movie_19,17
user_8,5,2025-06-11 01:50:02,movie_19,31
user_8,5,2025-06-11 02:23:02,movie_16,38
user_8,5,2025-06-11 03:04:02,movie_7,45
user_8,5,2025-06-11 03:51:02,movie_20,53
user_8,5,2025-06-11 04:48:02,movie_11,47
user_8,5,2025-06-11 05:36:02,movie_7,78
user_8,5,2025-06-11 06:57:02,movie_15,48
user_8,5,2025-06-11 07:46:02,movie_9,60
user_9,1,2025-06-20 23:57:02,movie_1,77
user_9,1,2025-06-21 01:17:02,movie_8,29
user_9,1,2025-06-21 01:48:02,movie_3,61
user_9,1,2025-06-21 02:52:02,movie_7,43
user_9,1,2025-06-21 03:37:02,movie_18,73
user_9,1,2025-06-21 04:55:02,movie_15,57
user_9,2,2025-06-08 23:57:02,movie_7,40
user_9,2,2025-06-09 00:42:02,movie_15,25
user_9,3,2025-06-08 23:57:02,movie_13,79
user_9,3,2025-06-09 01:19:02,movie_18,83
user_9,3,2025-06-09 02:44:02,movie_5,62
user_9,4,2025-06-19 23:57:02,movie_5,37
user_9,4,2025-06-20 00:35:02,movie_13,81
user_9,5,2025-06-12 23:57:02,movie_2,68
user_9,5,2025-06-13 01:08:02,movie_3,37
user_9,5,2025-06-13 01:48:02,movie_16,61
user_9,5,2025-06-13 02:51:02,movie_13,64
user_9,5,2025-06-13 04:00:02,movie_17,41
user_9,5,2025-06-13 04:42:02,movie_7,78
user_9,5,2025-06-13 06:04:02,movie_4,57
user_9,5,2025-06-13 07:02:02,movie_20,53
user_10,1,2025-06-15 23:57:02,movie_1,33
user_10,1,2025-06-16 00:34:02,movie_10,49
user_10,2,2025-06-11 23:57:02,movie_1,29
user_10,2,2025-06-12 00:30:02,movie_13,65
user_10,2,2025-06-12 01:38:02,movie_17,10
user_10,2,2025-06-12 01:49:02,movie_8,69
user_10,2,2025-06-12 03:01:02,movie_9,43
user_10,2,2025-06-12 03:49:02,movie_13,56
user_10,2,2025-06-12 04:49:02,movie_6,90
user_10,3,2025-06-04 23:57:02,movie_18,19
user_10,3,2025-06-05 00:17:02,movie_6,43
user_10,3,2025-06-05 01:02:02,movie_17,44
user_10,3,2025-06-05 01:47:02,movie_1,51
user_10,3,2025-06-05 02:43:02,movie_11,29
user_10,3,2025-06-05 03:15:02,movie_1,10
user_10,3,2025-06-05 03:29:02,movie_9,79
user_10,3,2025-06-05 04:49:02,movie_4,53
user_10,3,2025-06-05 05:46:02,movie_20,19
user_10,4,2025-06-20 23:57:02,movie_19,13
user_10,4,2025-06-21 00:15:02,movie_6,44
user_10,4,2025-06-21 01:03:02,movie_20,79
user_10,4,2025-06-21 02:23:02,movie_17,52
user_10,5,2025-07-01 23:57:02,movie_18,65
user_10,5,2025-07-02 01:05:02,movie_6,25
user_10,5,2025-07-02 01:34:02,movie_15,46
user_10,5,2025-07-02 02:25:02,movie_2,28
user_10,5,2025-07-02 02:56:02,movie_16,37
user_10,5,2025-07-02 03:38:02,movie_11,26
user_10,5,2025-07-02 04:09:02,movie_15,78
user_10,5,2025-07-02 05:32:02,movie_16,49
